Houston Astros '19,2019,MLB,60,21,0,47,34,0,Houston,Astros
Los Angeles Dodgers '19,2019,MLB,59,22,0,47,34,0,Los Angeles,Dodgers
New York Yankees '19,2019,MLB,57,24,0,46,35,0,New York,Yankees
Minnesota Twins '19,2019,MLB,46,35,0,55,26,0,Minnesota,Twins
Atlanta Braves '19,2019,MLB,50,31,0,47,34,0,Atlanta,Braves
Oakland Athletics '19,2019,MLB,52,29,0,45,36,0,Oakland,Athletics
Tampa Bay Rays '19,2019,MLB,48,33,0,48,33,0,Tampa Bay,Rays
Washington Nationals '19,2019,MLB,50,31,0,43,38,0,Washington,Nationals
Cleveland Indians '19,2019,MLB,49,32,0,44,37,0,Cleveland,Indians
St. Louis Cardinals '19,2019,MLB,50,31,0,41,40,0,St. Louis,Cardinals
Milwaukee Brewers '19,2019,MLB,49,32,0,40,41,0,Milwaukee,Brewers
New York Mets '19,2019,MLB,48,33,0,38,43,0,New York,Mets
Arizona Diamondbacks '19,2019,MLB,44,37,0,41,40,0,Arizona,Diamondbacks
Boston Red Sox '19,2019,MLB,38,43,0,46,35,0,Boston,Red Sox
Chicago Cubs '19,2019,MLB,51,30,0,33,48,0,Chicago,Cubs
Philadelphia Phillies '19,2019,MLB,45,36,0,36,45,0,Philadelphia,Phillies
Texas Rangers '19,2019,MLB,45,36,0,33,48,0,Texas,Rangers
San Francisco Giants '19,2019,MLB,35,46,0,42,39,0,San Francisco,Giants
Cincinnati Reds '19,2019,MLB,41,40,0,34,47,0,Cincinnati,Reds
Chicago White Sox '19,2019,MLB,39,41,0,33,48,0,Chicago,White Sox
Los Angeles Angels '19,2019,MLB,38,43,0,34,47,0,Los Angeles,Angels
Colorado Rockies '19,2019,MLB,43,38,0,28,53,0,Colorado,Rockies
San Diego Padres '19,2019,MLB,36,45,0,34,47,0,San Diego,Padres
Pittsburgh Pirates '19,2019,MLB,35,46,0,34,47,0,Pittsburgh,Pirates
Seattle Mariners '19,2019,MLB,35,46,0,33,48,0,Seattle,Mariners
Toronto Blue Jays '19,2019,MLB,35,46,0,32,49,0,Toronto,Blue Jays
Kansas City Royals '19,2019,MLB,31,50,0,28,53,0,Kansas City,Royals
Miami Marlins '19,2019,MLB,30,51,0,27,54,0,Miami,Marlins
Baltimore Orioles '19,2019,MLB,25,56,0,29,52,0,Baltimore,Orioles
Detroit Tigers '19,2019,MLB,22,59,0,25,55,0,Detroit,Tigers
Baltimore Ravens '19,2019,NFL,7,1,0,7,1,0,Baltimore,Ravens
San Francisco 49ers '19,2019,NFL,6,2,0,7,1,0,San Francisco,49ers
Tampa Bay Buccaneers '19,2019,NFL,2,6,0,5,3,0,Tampa Bay,Buccaneers
New Orleans Saints '19,2019,NFL,6,2,0,7,1,0,New Orleans,Saints
Kansas City Chiefs '19,2019,NFL,5,3,0,7,1,0,Kansas City,Chiefs
Dallas Cowboys '19,2019,NFL,5,3,0,3,5,0,Dallas,Cowboys
New England Patriots '19,2019,NFL,6,2,0,6,2,0,New England,Patriots
Minnesota Vikings '19,2019,NFL,6,2,0,4,4,0,Minnesota,Vikings
Seattle Seahawks '19,2019,NFL,4,4,0,7,1,0,Seattle,Seahawks
Tennessee Titans '19,2019,NFL,4,4,0,5,3,0,Tennessee,Titans
Los Angeles Rams '19,2019,NFL,5,3,0,4,4,0,Los Angeles,Rams
Philadelphia Eagles '19,2019,NFL,5,3,0,4,4,0,Philadelphia,Eagles
Atlanta Falcons '19,2019,NFL,3,5,0,4,4,0,Atlanta,Falcons
Houston Texans '19,2019,NFL,5,3,0,5,3,0,Houston,Texans
Green Bay Packers '19,2019,NFL,7,1,0,6,2,0,Green Bay,Packers
Arizona Cardinals '19,2019,NFL,2,5,1,3,5,0,Arizona,Cardinals
Indianapolis Colts '19,2019,NFL,5,3,0,2,6,0,Indianapolis,Colts
Detroit Lions '19,2019,NFL,2,6,0,1,6,1,Detroit,Lions
New York Giants '19,2019,NFL,2,6,0,2,6,0,New York,Giants
Carolina Panthers '19,2019,NFL,2,6,0,3,5,0,Carolina,Panthers
Los Angeles Chargers '19,2019,NFL,2,6,0,3,5,0,Los Angeles,Chargers
Cleveland Browns '19,2019,NFL,4,4,0,2,6,0,Cleveland,Browns
Buffalo Bills '19,2019,NFL,4,4,0,6,2,0,Buffalo,Bills
Oakland Raiders '19,2019,NFL,5,3,0,2,6,0,Oakland,Raiders
Miami Dolphins '19,2019,NFL,3,5,0,2,6,0,Miami,Dolphins
Jacksonville Jaguars '19,2019,NFL,3,5,0,3,5,0,Jacksonville,Jaguars
Pittsburgh Steelers '19,2019,NFL,5,3,0,3,5,0,Pittsburgh,Steelers
Denver Broncos '19,2019,NFL,5,3,0,2,6,0,Denver,Broncos
Chicago Bears '19,2019,NFL,4,4,0,4,4,0,Chicago,Bears
Cincinnati Bengals '19,2019,NFL,2,6,0,0,8,0,Cincinnati,Bengals
New York Jets '19,2019,NFL,5,3,0,2,6,0,New York,Jets
Washington Redskins '19,2019,NFL,1,7,0,2,6,0,Washington,Redskins
Milwaukee Bucks '2019,2019,NBA,33,8,0,27,14,0,Milwaukee,Bucks
Golden State Warriors '2019,2019,NBA,30,11,0,27,14,0,Golden State,Warriors
New Orleans Pelicans '2019,2019,NBA,19,22,0,14,27,0,New Orleans,Pelicans
Philadelphia 76ers '2019,2019,NBA,31,10,0,20,21,0,Philadelphia,76ers
Los Angeles Clippers '2019,2019,NBA,26,15,0,22,19,0,Los Angeles,Clippers
Portland Trail Blazers '2019,2019,NBA,32,9,0,21,20,0,Portland,Trail Blazers
Oklahoma City Thunder '2019,2019,NBA,27,14,0,22,19,0,Oklahoma City,Thunder
Toronto Raptors '2019,2019,NBA,32,9,0,26,15,0,Toronto,Raptors
Sacramento Kings '2019,2019,NBA,24,17,0,15,26,0,Sacramento,Kings
Washington Wizards '2019,2019,NBA,22,19,0,10,31,0,Washington,Wizards
Houston Rockets '2019,2019,NBA,31,10,0,22,19,0,Houston,Rockets
Atlanta Hawks '2019,2019,NBA,17,24,0,12,29,0,Atlanta,Hawks
Minnesota Timberwolves '2019,2019,NBA,25,16,0,11,30,0,Minnesota,Timberwolves
Boston Celtics '2019,2019,NBA,28,13,0,21,20,0,Boston,Celtics
Brooklyn Nets '2019,2019,NBA,23,18,0,19,22,0,Brooklyn,Nets
Los Angeles Lakers '2019,2019,NBA,22,19,0,15,26,0,Los Angeles,Lakers
Utah Jazz '2019,2019,NBA,29,12,0,21,20,0,Utah,Jazz
San Antonio Spurs '2019,2019,NBA,32,9,0,16,25,0,San Antonio,Spurs
Charlotte Hornets '2019,2019,NBA,25,16,0,14,27,0,Charlotte,Hornets
Denver Nuggets '2019,2019,NBA,34,7,0,20,21,0,Denver,Nuggets
Dallas Mavericks '2019,2019,NBA,24,17,0,9,32,0,Dallas,Mavericks
Indiana Pacers '2019,2019,NBA,29,12,0,19,22,0,Indiana,Pacers
Phoenix Suns '2019,2019,NBA,12,29,0,7,34,0,Phoenix,Suns
Orlando Magic '2019,2019,NBA,25,16,0,17,24,0,Orlando,Magic
Detroit Pistons '2019,2019,NBA,26,15,0,15,26,0,Detroit,Pistons
Miami Heat '2019,2019,NBA,19,22,0,20,21,0,Miami,Heat
Chicago Bulls '2019,2019,NBA,9,32,0,13,28,0,Chicago,Bulls
New York Knicks '2019,2019,NBA,9,32,0,8,33,0,New York,Knicks
Cleveland Cavaliers '2019,2019,NBA,13,28,0,6,35,0,Cleveland,Cavaliers
Memphis Grizzlies '2019,2019,NBA,21,20,0,12,29,0,Memphis,Grizzlies
Tampa Bay Lightning '2019,2019,NHL,32,7,2,30,9,2,Tampa Bay,Lightning
Boston Bruins '2019,2019,NHL,29,9,3,20,15,6,Boston,Bruins
Calgary Flames '2019,2019,NHL,26,10,5,24,15,2,Calgary,Flames
Washington Capitals '2019,2019,NHL,24,11,6,24,15,2,Washington,Capitals
New York Islanders '2019,2019,NHL,24,13,4,24,14,3,New York,Islanders
San Jose Sharks '2019,2019,NHL,25,11,5,21,16,4,San Jose,Sharks
Toronto Maple Leafs '2019,2019,NHL,23,16,2,23,12,6,Toronto,Maple Leafs
Nashville Predators '2019,2019,NHL,25,14,2,22,15,4,Nashville,Predators
Pittsburgh Penguins '2019,2019,NHL,23,14,4,21,12,8,Pittsburgh,Penguins
St. Louis Blues '2019,2019,NHL,24,15,2,21,13,7,St. Louis,Blues
Winnipeg Jets '2019,2019,NHL,25,12,4,22,18,1,Winnipeg,Jets
Carolina Hurricanes '2019,2019,NHL,24,13,4,22,16,3,Carolina,Hurricanes
Columbus Blue Jackets '2019,2019,NHL,22,17,2,25,14,2,Columbus,Blue Jackets
Montreal Canadiens '2019,2019,NHL,25,12,4,19,18,4,Montreal,Canadiens
Vegas Golden Knights '2019,2019,NHL,24,12,5,19,20,2,Vegas,Golden Knights
Dallas Stars '2019,2019,NHL,24,14,3,19,18,4,Dallas,Stars
Colorado Avalanche '2019,2019,NHL,21,14,6,17,16,8,Colorado,Avalanche
Florida Panthers '2019,2019,NHL,20,13,8,16,19,6,Florida,Panthers
Arizona Coyotes '2019,2019,NHL,20,17,4,19,18,4,Arizona,Coyotes
Chicago Blackhawks '2019,2019,NHL,19,14,8,17,20,4,Chicago,Blackhawks
Minnesota Wild '2019,2019,NHL,16,18,7,21,18,2,Minnesota,Wild
Philadelphia Flyers '2019,2019,NHL,19,18,4,18,19,4,Philadelphia,Flyers
Vancouver Canucks '2019,2019,NHL,20,16,5,15,20,6,Vancouver,Canucks
Anaheim Ducks '2019,2019,NHL,19,14,8,16,23,2,Anaheim,Ducks
Edmonton Oilers '2019,2019,NHL,18,19,4,17,19,5,Edmonton,Oilers
New York Rangers '2019,2019,NHL,18,14,9,14,22,5,New York,Rangers
Buffalo Sabres '2019,2019,NHL,21,15,5,12,24,5,Buffalo,Sabres
Detroit Red Wings '2019,2019,NHL,17,19,5,15,21,5,Detroit,Red Wings
New Jersey Devils '2019,2019,NHL,20,14,7,11,27,3,New Jersey,Devils
Los Angeles Kings '2019,2019,NHL,17,21,3,14,21,6,Los Angeles,Kings
Ottawa Senators '2019,2019,NHL,18,19,4,11,28,2,Ottawa,Senators
